,CustomerID,Price,Product_Bag,Product_Baseball_Kit,Product_Basket_Ball,Product_Bed,Product_Bench,Product_Cabinet,Product_Camping_Net,Product_Chair,Product_Computer,Product_Cooler,Product_Couch,Product_Cricket_Bat,Product_Cricket_Kit,Product_Cupboard,Product_Desk,Product_Football,Product_Fridge,Product_Half_Pant,Product_Heater,Product_Hockey_Kit,Product_Hoodie,Product_Javeline,Product_Joggers,Product_Laptop,Product_Medical_Kit,Product_Pant,Product_Rope,Product_Season_Ball,Product_Shelve,Product_Shirt,Product_Shoes,Product_Sleeping_Bag,Product_Slippers,Product_Smartphone,Product_Soffa,Product_Speaker,Product_Stand,Product_Stick,Product_Stove,Product_Suit,Product_TShirt,Product_TT_Kit,Product_TV,Product_Table,Product_Tablet,Product_Tennis_Ball,Product_Tools_Kit,Color_c,Color_g,Color_p,Color_r,Color_w,Color_y,Size_M,Size_S,Size_XL,Size_XXL,Cluster
2920,2921,10140.015,1,0,0,2,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,4,1,5,0,2,3,1,4,4,8,3
2921,2922,4646.79,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,3,3,0,1,0,0,0,0,2,3,0,1,0,0,0,1,0,0,4,2,2,5,6,4,4,6,4,7,4
2922,2923,10138.57,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,4,1,0,1,1,1,0,1,0,2,2,0,0,0,1,0,1,1,0,0,0,1,1,0,3,8,1,5,3,7,5,7,6,4,3
2923,2924,7940.295,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,3,3,2,0,5,3,0,2,1
2924,2925,7794.3949999999995,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,1,2,4,3,0,7,0,2,5,8,3,1
2925,2926,7191.515,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,3,1,2,7,2,1,3,5,4,1
2926,2927,6825.285,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,3,1,2,5,0,3,2,1
2927,2928,15109.355,4,1,3,0,0,0,0,0,1,0,2,3,0,0,1,1,1,3,2,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,2,0,0,3,0,2,2,1,0,0,1,7,4,2,8,6,8,6,8,9,8,2
2928,2929,4491.4,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,1,1,0,0,1,0,4,0,0,0,1,1,0,1,0,1,7,3,5,2,3,0,4,4,7,3,4
2929,2930,5621.61,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,2,0,3,2,2,0,0,0,0,1,1,4,2,1,3,7,6,1,2,6,4
2930,2931,8223.435,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,2,0,1,0,1,0,1,3,1,0,1,1,0,0,0,1,2,1,0,2,1,0,0,1,1,1,8,2,6,7,3,6,5,6,5,1
2931,2932,6157.650000000001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,3,4,2,2,2,2,4,3,3,5,4
2932,2933,2425.0299999999997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,2,0,2,1,2,2,3,5,0,0
2933,2934,4723.49,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,1,0,2,0,3,2,5,2,1,4,2,6,3,5,4
2934,2935,7420.42,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,2,1,3,3,3,3,9,7,3,4,3,1
2935,2936,9958.94,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,0,1,6,2,6,1,0,3,4,4,6,2,3
2936,2937,6720.28,0,0,1,0,0,0,2,0,1,0,0,4,2,0,0,0,0,2,2,0,1,0,2,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,2,0,0,8,6,4,3,4,1,5,4,2,7,4
2937,2938,6012.185,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,1,0,2,0,2,2,3,1,4,3,2,5,3,3,4
2938,2939,13566.265,0,0,1,0,1,0,2,0,0,0,1,0,1,1,0,2,0,3,2,0,0,0,0,1,2,1,2,0,0,1,1,1,4,1,0,1,1,1,1,0,3,0,1,0,1,0,2,5,7,4,7,4,6,3,11,12,7,2
2939,2940,6608.58,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,3,2,0,0,0,2,2,1,0,0,0,2,2,0,1,0,0,0,1,5,1,4,7,3,7,3,5,4,9,7,11,4
2940,2941,11653.535,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,3,0,1,1,0,0,0,1,0,1,0,0,0,2,2,1,2,3,5,6,3,8,3,3,3
2941,2942,8963.93,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,2,2,0,0,1,0,1,1,0,0,1,1,2,1,0,1,0,1,1,1,3,0,1,0,2,1,1,5,5,3,3,1,6,4,10,4,5,1
2942,2943,5260.795,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,4,2,2,1,0,3,1,2,3,4
2943,2944,6832.265,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,2,1,0,1,0,0,0,2,0,4,3,2,3,6,1,2,9,4,6,1
2944,2945,6870.085,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,5,1,2,1,3,2,3,3,1
2945,2946,6683.415000000001,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,3,1,1,0,1,2,3,3,4
2946,2947,7241.165,1,0,0,0,1,0,0,1,0,1,1,2,0,0,0,0,1,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,0,0,0,1,0,0,0,2,4,3,1,4,5,8,5,1,4,1
2947,2948,8816.37,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,3,2,1,0,0,0,0,1,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,2,4,2,4,7,3,4,5,1
2948,2949,8855.325,1,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,1,0,2,1,0,0,1,0,3,2,1,5,6,5,5,5,7,3,1
2949,2950,11090.289999999999,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,2,3,3,2,3,2,1,2,5,4,2,3
2950,2951,5207.9,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,4,1,1,2,2,2,4,3,0,4
2951,2952,5956.425,2,2,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,4,0,1,0,0,1,0,8,2,4,1,3,5,7,4,4,4,4
2952,2953,5928.66,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,1,2,1,0,2,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,3,1,3,5,1,7,6,3,3,5,4
2953,2954,3942.73,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,3,2,1,2,2,5,4,5,2,2,0
2954,2955,3464.5,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,1,3,1,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,4,0,1,6,1,7,4,6,5,2,0
2955,2956,3967.15,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,3,2,3,0,4,2,2,2,0
2956,2957,5325.16,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,2,2,4,2,3,2,3,4
2957,2958,8523.605,1,0,0,0,1,2,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,0,0,1,1,2,0,7,1,4,3,5,2,3,5,8,5,1
2958,2959,4262.345,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,1,4,0,2,2,0,0,3,5,0
2959,2960,8434.66,0,1,1,0,0,1,1,1,1,0,0,2,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,2,6,1,1,4,4,7,2,7,3,1
2960,2961,13426.47,0,0,0,1,0,0,1,0,2,1,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,3,5,4,3,1,0,6,6,1,2,2
2961,2962,4539.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,2,5,0,1,3,3,2,2,4
2962,2963,12940.27,2,3,1,0,1,0,1,1,2,0,0,0,1,0,1,0,2,2,0,0,3,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,2,2,1,1,0,0,1,0,0,2,4,6,3,8,7,4,5,6,13,12,2
2963,2964,13506.105,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,2,1,2,0,0,1,0,0,1,1,0,2,0,0,1,0,1,1,1,2,0,1,0,1,8,7,4,3,2,0,3,6,8,6,2
2964,2965,7211.759999999999,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,2,4,1,3,5,3,5,2,3,5,1
2965,2966,3477.305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3,3,2,6,1,2,0
2966,2967,5412.715,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,1,3,1,6,2,1,2,6,4,4
2967,2968,12514.755,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,2,0,0,0,3,0,0,5,2,2,6,4,2,7,2,6,4,3
2968,2969,5617.595,1,0,0,0,0,0,0,0,0,1,2,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,5,1,2,0,4,2,4,1,2,4,4
2969,2970,12881.485,1,0,2,1,0,0,2,0,0,1,0,0,1,1,0,0,0,2,1,1,1,0,1,1,1,3,1,0,1,0,2,1,1,0,0,3,0,0,1,5,0,0,2,0,2,0,0,8,5,4,3,5,8,6,5,14,10,2
2970,2971,6674.99,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,3,1,0,0,1,1,0,0,0,0,0,1,2,0,1,1,0,0,1,1,2,6,3,8,2,3,2,7,3,5,6,4
2971,2972,5816.925,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,1,0,2,0,2,3,5,0,1,4,4,4,2,6,4,4
2972,2973,8205.33,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,2,4,5,0,1,1
2973,2974,8182.05,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,2,1,1,1,1,2,1,0,0,2,5,4,3,2,5,3,4,3,4,4,1
2974,2975,12439.035,1,2,1,0,1,0,2,0,0,1,1,1,0,1,0,0,1,0,0,0,3,1,1,1,1,2,0,1,1,2,2,2,0,1,0,0,0,1,2,1,0,1,0,0,2,0,0,8,3,8,7,6,3,5,5,9,12,3
2975,2976,3793.91,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,1,3,4,3,1,3,3,3,0
2976,2977,2674.435,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,2,3,1,4,1,3,0
2977,2978,4416.15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,2,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,5,4,3,3,4,2,4,4
2978,2979,5607.275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,1,0,1,1,3,1,3,2,3,3,1,2,6,2,2,4
2979,2980,3346.6200000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,3,2,2,1,2,2,3,1,0
2980,2981,1942.4199999999998,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,0,1,2,3,2,3,1,2,0
2981,2982,4846.3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,2,2,4,3,3,1,2,2,4,1,3,4
2982,2983,3952.605,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,1,0,1,1,2,0
2983,2984,14772.199999999999,1,0,0,1,2,1,1,1,0,1,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,5,1,0,1,0,1,1,2,1,0,1,1,0,2,0,0,0,0,0,0,1,4,5,7,2,8,3,4,10,9,4,2
2984,2985,5758.12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,1,2,0,1,0,1,0,2,5,4,5,1,1,1,6,3,4,4
2985,2986,13713.24,2,0,1,1,0,0,0,1,0,0,1,0,2,2,0,0,4,0,1,1,2,0,1,0,1,3,2,1,0,1,0,0,0,1,1,0,0,0,1,2,1,1,2,0,0,2,1,5,4,9,4,9,5,6,9,12,5,2
2986,2987,6855.74,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,1,5,1,1,2,2,2,1,1
2987,2988,1688.615,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,2,1,4,4,3,2,2,0
2988,2989,6710.665,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,2,1,1,0,1,0,0,0,3,5,0,2,3,7,7,4,5,1,4
2989,2990,12512.25,1,1,0,1,0,0,0,0,1,1,3,0,0,0,1,0,2,1,1,0,2,0,0,1,1,0,2,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,3,6,3,3,6,4,5,7,3,7,3
2990,2991,6491.724999999999,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,2,0,1,0,1,1,1,1,3,3,3,2,5,2,5,3,7,1,4
2991,2992,1953.355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,3,1,1,1,0,4,2,2,1,0
2992,2993,11067.914999999999,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,1,1,0,1,1,0,6,1,1,1,0,0,0,2,0,2,1,0,0,0,1,4,4,3,5,8,5,6,6,5,8,3
2993,2994,4934.54,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,0,0,3,0,1,0,0,1,1,1,3,5,3,3,1,1,3,5,7,4
2994,2995,2782.9849999999997,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,0,1,1,2,1,1,2,0
2995,2996,8173.85,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,4,1,2,2,3,5,3,1,3,1
2996,2997,8962.36,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,1,2,2,2,4,6,3,2,2,1
2997,2998,8597.87,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,1,0,1,2,0,2,0,2,1,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,1,1,1,1,0,1,6,1,5,5,2,5,11,3,4,5,1
2998,2999,4804.985,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,4,4,0,3,3,3,3,5,4
2999,3000,14636.61,5,0,0,1,1,0,1,1,1,2,0,0,0,0,1,2,1,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,3,0,1,7,4,3,7,3,4,4,4,6,6,2
3000,3001,10422.915,0,0,1,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,1,0,3,2,1,2,0,1,0,1,1,1,0,1,2,1,1,0,0,1,1,0,1,0,0,1,0,0,1,9,2,3,4,2,5,9,3,5,6,3
3001,3002,5949.485,1,0,0,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,2,3,3,2,5,2,2,1,4,10,4
3002,3003,10140.155,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,0,1,0,0,0,1,1,2,1,1,1,1,0,0,1,3,0,1,0,1,0,1,1,1,3,5,5,6,4,3,7,4,4,8,3
3003,3004,10509.855,1,0,0,0,0,0,2,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,2,0,1,0,0,2,0,0,1,1,0,0,1,0,1,0,2,4,4,3,3,3,5,3,6,8,6,3
3004,3005,4425.74,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,1,4,4,2,2,1,3,1,2,6,4
3005,3006,10084.105,0,0,1,1,0,1,0,2,1,3,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,2,0,1,0,0,1,1,1,3,3,3,3,3,3,6,2,6,5,3
3006,3007,4817.555,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,1,1,1,5,4,4,3,3,4
3007,3008,10513.26,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,1,1,1,0,1,2,0,0,1,2,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,2,0,2,0,1,0,1,6,2,3,4,7,1,7,5,4,7,3
3008,3009,8388.26,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,3,2,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0,0,0,3,2,1,1,2,1,1,0,1,2,6,5,2,5,2,10,7,5,6,8,1
3009,3010,3009.01,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,1,2,3,2,0
3010,3011,4407.19,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,1,1,3,2,3,4,2,5,3,2,4
3011,3012,3443.515,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,3,1,2,3,3,6,2,1,3,0
3012,3013,6898.635,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,3,2,1,2,5,3,3,5,4,4,1
3013,3014,3060.055,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,1,1,2,0,4,2,0
3014,3015,3179.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,5,2,1,2,0
3015,3016,3296.11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,2,3,3,1,0
3016,3017,10318.305,0,0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,5,3,2,2,1,3,2,5,6,3
3017,3018,8618.33,3,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,2,3,1,1,1,1,0,1,2,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,4,4,11,3,0,4,5,3,4,11,1
3018,3019,9638.6,1,2,1,2,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,2,1,2,1,8,3,3,2,2,2,3,2,7,5,3
3019,3020,3797.95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,3,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,3,1,2,3,1,3,1,4,1,2,0
3020,3021,6433.835,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,1,2,0,1,2,0,0,1,1,2,0,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1,8,2,5,4,3,5,4,7,5,4
3021,3022,8355.235,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,3,2,5,4,2,4,7,1,4,1
3022,3023,13230.035,2,0,2,1,1,0,2,1,2,2,0,2,1,0,1,0,1,0,0,0,2,0,0,1,5,0,1,0,0,3,0,0,0,0,1,0,0,1,0,1,2,0,1,0,1,1,1,7,7,1,7,7,4,7,8,2,10,2
3023,3024,8898.19,2,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,0,3,2,0,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,1,2,1,2,0,0,0,1,0,2,6,3,5,3,2,8,3,10,6,7,1
3024,3025,2670.42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,2,0,2,2,0,0,0,0,0,0,0,1,2,3,1,2,4,2,3,1,5,2,0
3025,3026,8755.5,0,1,0,0,0,0,2,0,0,0,1,1,0,1,1,1,0,1,0,0,2,2,1,1,1,0,1,0,0,0,1,1,0,1,0,3,0,0,0,1,1,0,1,1,1,0,1,2,7,2,5,5,4,6,7,4,7,1
